序號,縣市,業者,品項,批號,有效日期,備註
272,新北市,統㇐超食代股份有限公司,福壽香油-3L,BS180526L,20280428,延續前一列品項的批號/日期
272,新北市,統㇐超食代股份有限公司,福壽香油-3L,BS210426L,20280413,延續前一列品項的批號/日期
272,新北市,統㇐超食代股份有限公司,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,泰山大豆沙拉油0.6L*12入(新版),20270416,20270416,
273,新北市,統有企業股份有限公司,泰山不飽和大豆沙拉油2.6L*6入(新版),20270417,20270417,
273,新北市,統有企業股份有限公司,泰山不飽和調合油-2L*6,20271017,20271017,
273,新北市,統有企業股份有限公司,沙拉油 18Ｌ(福壽),C2150426O,2027.04.15,
273,新北市,統有企業股份有限公司,沙拉油 １８ｋｇ,C2220526P,2027/05/21,
273,新北市,統有企業股份有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,
273,新北市,統有企業股份有限公司,沙拉油 １８Ｌ,C2220526O,2027/05/21,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,沙拉油－塑桶 3L,C1140426K,2027.04.13,
273,新北市,統有企業股份有限公司,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
273,新北市,統有企業股份有限公司,香油－Ａ ３Ｌ,BS100626L,2028/06/03,
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-3L,C1220426K,20270421,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2130426P,20270412,
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2100426O,20270409,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2150426O,20270414,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2190526O,20270518,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2200426O,20270419,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2200526O,20270519,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2210526O,20270520,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2220426O,20270421,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2230426O,20270422,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽大豆沙拉油-18K,C2240426O,20270423,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽胡麻油-3L,BL200426L,20280210,
273,新北市,統有企業股份有限公司,福壽香油-3L,BS150526L,20280428,
273,新北市,統有企業股份有限公司,福壽香油-3L,BS180526L,20280428,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽香油-3L,BS220426L,20280419,延續前一列品項的批號/日期
273,新北市,統有企業股份有限公司,福壽香油-3L,BS270426L,20280419,延續前一列品項的批號/日期
275,新北市,華福食品股份有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
275,新北市,華福食品股份有限公司,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
275,新北市,華福食品股份有限公司,益康大豆沙拉油18L,20270522000408,2027/05/22,
275,新北市,華福食品股份有限公司,益康大豆沙拉油(18L),20270413000408,2027/04/13,
275,新北市,華福食品股份有限公司,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
276,新北市,貳樓-板橋店,油炸專用油-18L,2027.05.28,2027/5/28,
276,新北市,貳樓-板橋店,油炸專用油-18L,20270414,20270414,延續前一列品項的批號/日期
276,新北市,貳樓-板橋店,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
276,新北市,貳樓-板橋店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
276,新北市,貳樓-板橋店,黃金優選大豆沙拉油-18L,20270415,20270415,
277,新北市,貳樓-林口店,油炸專用油-18L,2027.05.28,2027/5/28,
277,新北市,貳樓-林口店,油炸專用油-18L,20270414,20270414,延續前一列品項的批號/日期
277,新北市,貳樓-林口店,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
277,新北市,貳樓-林口店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
277,新北市,貳樓-林口店,黃金優選大豆沙拉油-18L,20270415,20270415,
278,新北市,貳樓-淡水站前店,油炸專用油-18L,2027.05.28,2027/5/28,
278,新北市,貳樓-淡水站前店,油炸專用油-18L,20270414,20270414,延續前一列品項的批號/日期
278,新北市,貳樓-淡水站前店,油炸專用油-18L,20270417,20270417,延續前一列品項的批號/日期
278,新北市,貳樓-淡水站前店,油炸專用油-18L,20270421,20270421,延續前一列品項的批號/日期
278,新北市,貳樓-淡水站前店,黃金優選大豆沙拉油-18L,20270415,20270415,
278,新北市,貳樓-淡水站前店,黃金優選大豆沙拉油-18L,20270420,20270420,延續前一列品項的批號/日期
279,新北市,貴族世家企業股份有限公司,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
279,新北市,貴族世家企業股份有限公司,沙拉油 １８Ｌ,C2220526O,2027/05/21,
279,新北市,貴族世家企業股份有限公司,香油－Ａ ３Ｌ,BS100626L,2028/06/03,
279,新北市,貴族世家企業股份有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,
279,新北市,貴族世家企業股份有限公司,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
279,新北市,貴族世家企業股份有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,延續前一列品項的批號/日期
279,新北市,貴族世家企業股份有限公司,福壽好味香油-3L,BL190526L,20280428,
279,新北市,貴族世家企業股份有限公司,福壽香油-3L,BS150526L,20280428,
279,新北市,貴族世家企業股份有限公司,福壽香油-3L,BS220426L,20280419,延續前一列品項的批號/日期
280,新北市,超盛食品開發有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,
280,新北市,超盛食品開發有限公司,福壽大豆沙拉油-18L,C2100426O,20270409,
280,新北市,超盛食品開發有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
281,新北市,順農有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,
281,新北市,順農有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,
281,新北市,順農有限公司,福壽香油-3L,BS220426L,20280419,
282,新北市,黃O盈,花生風味精華調合油-2L,BL130426F,20280108,
283,新北市,敬洋股份有限公司,青果多酚精華調合油-2L(外),BL100426A,20280312,
283,新北市,敬洋股份有限公司,青果多酚精華調合油-2L(外),BL110426A,20280312,延續前一列品項的批號/日期
283,新北市,敬洋股份有限公司,青果多酚精華調合油-2L(外),BL130426A,20280312,延續前一列品項的批號/日期
283,新北市,敬洋股份有限公司,青果多酚精華調合油-2L(外),BL140426A,20280312,延續前一列品項的批號/日期
284,新北市,新隆發,香油－Ａ ３Ｌ,BS040626L,2028/05/31,
284,新北市,新隆發,福壽香油-3L,BS050526L,20280419,
285,新北市,新O發,福壽香油-3L,BS050526L,20280419,
286,新北市,楊O仁,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
286,新北市,楊O仁,沙拉油 １８Ｌ,C2210526O,2027/05/20,
286,新北市,楊O仁,沙拉油 １８Ｌ,C2220526O,2027/05/21,延續前一列品項的批號/日期
286,新北市,楊O仁,香油－Ａ ３Ｌ,BS040626L,2028/05/31,
286,新北市,楊O仁,福壽大豆沙拉油-3L,C1220426K,20270421,
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2150526O,20270514,
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2190526O,20270518,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2200526O,20270519,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2210526O,20270520,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18L,C2240426O,20270423,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-600CC,C1220426A,20270421,
286,新北市,楊O仁,福壽炸酥油-18L,BL210426D,20270420,
286,新北市,楊O仁,福壽香油-3L,BS050526L,20280419,
286,新北市,楊O仁,福壽香油-3L,BS060526L,20280428,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽香油-3L,BS210426L,20280413,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽香油-3L,BS220426L,20280419,延續前一列品項的批號/日期
286,新北市,楊O仁,沙拉油 １８ｋｇ,C2220526P,2027/05/21,
286,新北市,楊O仁,沙拉油 １８Ｌ,C2270526O,2027/05/26,
286,新北市,楊O仁,福壽大豆沙拉油-3L,C1100426K,20270409,
286,新北市,楊O仁,福壽大豆沙拉油-3L,C1190526K,20270518,延續前一列品項的批號/日期
286,新北市,楊O仁,福壽大豆沙拉油-18K,C2130426P,20270412,
286,新北市,楊O仁,福壽炸酥油-18L,BL240426D,20270423,
286,新北市,楊O仁,福壽辣椒油-3L,BL140426F,20280408,
288,新北市,煌輝食品企業有限公司,益康大豆沙拉油 18KG,20270526000408,2027/5/26,
288,新北市,煌輝食品企業有限公司,益康大豆沙拉油18kg,2.02704e+13,2027/4/22,原資料以科學記號紀載，無從判定油品序號
289,新北市,瑔盛-油脂,金酥耐炸油-18L,2027040801,2027.04.08,
289,新北市,瑔盛-油脂,環保鐵桶沙拉油-18Kg,2027040901,2027.04.09,
290,新北市,萬喜商行,沙拉油 １８Ｌ,C2280526O,2027/05/27,
290,新北市,萬喜商行,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
290,新北市,萬喜商行,福壽大豆沙拉油-18L,C2100426O,20270409,
290,新北市,萬喜商行,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
290,新北市,萬喜商行,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
290,新北市,萬喜商行,福壽炸酥油-18L,BL240426D,20270423,
291,新北市,稚田良品有限公司,益康大豆沙拉油 18L,20270527000408,2027/5/27,
292,新北市,董O義,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
292,新北市,董O義,㇐級黃豆油(福懋),202605191315,2026/11/10,
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油 18L,20270527000408,2027/5/27,延續前一列品項的批號/日期
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油18L,20270521000408,2027/05/21,延續前一列品項的批號/日期
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油(18L),20270413000408,2027/04/13,
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油(18L),20270414000408,2027/04/14,延續前一列品項的批號/日期
293,新北市,路易莎職人咖啡股份有限公司,益康大豆沙拉油(18L),20270420000408,2027/04/20,延續前一列品項的批號/日期
293,新北市,路易莎職人咖啡股份有限公司,益康烹調油(調合油)18L,20270522000403,2027/05/22,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2140426P,2027.04.13,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2140426O,2027.04.15,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2160426P,2027.04.15,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2210426O,2027.04.15,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2150426O,2027.04.15,
294,新北市,農昌商行,沙拉油 １８Ｌ,C2210526O,2027/05/20,
294,新北市,農昌商行,沙拉油 １８Ｌ,C2220526O,2027/05/21,延續前一列品項的批號/日期
294,新北市,農昌商行,沙拉油 １８Ｌ,C2260526O,2027/05/25,延續前一列品項的批號/日期
294,新北市,農昌商行,沙拉油 １８Ｌ,C2280526O,2027/05/27,延續前一列品項的批號/日期
294,新北市,農昌商行,沙拉油－塑桶 3L,C1160426K,2027.04.15,
294,新北市,農昌商行,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,
294,新北市,農昌商行,福壽大豆沙拉油-3L,C1140426K,20270413,
294,新北市,農昌商行,福壽大豆沙拉油-3L,C1160426K,20270415,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-3L,C1190526K,20270518,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-3L,C1210426K,20270420,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2090426O,20270408,
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2100426O,20270409,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2140426O,20270413,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2140426P,20270413,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2150426O,20270414,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2160426P,20270415,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2200526O,20270519,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2210426O,20270420,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2210526O,20270520,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2230426O,20270422,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-18L,C2240426O,20270423,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽大豆沙拉油-600CC,C1220426A,20270421,
294,新北市,農昌商行,福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,
294,新北市,農昌商行,福壽炸酥油 １８Ｌ,BL220526D,2027/05/21,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油 １８Ｌ,BL250526D,2027/05/24,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL090426D,20270408,
294,新北市,農昌商行,福壽炸酥油-18L,BL130426D,20270412,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL140426D,20270413,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL150526D,20270514,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL160426D,20270415,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL170426D,20270416,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL180526D,20270517,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL200426D,20270419,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL200526D,20270519,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL210426D,20270420,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL220426D,20270421,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL220526D,20270521,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽炸酥油-18L,BL240426D,20270423,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽健味香油-3L,BL070526L,20280428,
294,新北市,農昌商行,福壽健味香油-3L,BL080526L,20280428,延續前一列品項的批號/日期
294,新北市,農昌商行,福壽健味香油-3L,BL190526L,20280428,延續前一列品項的批號/日期
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2150426O,2027.04.15,
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2140426P,20270413,延續前一列品項的批號/日期
294,新北市,農昌商行,沙拉油 18Ｌ(福壽),C2150426O,20270414,延續前一列品項的批號/日期
296,新北市,嘉嘉雜糧行,益康大豆沙拉油 18L,20270528000408,2027/5/28,
296,新北市,嘉嘉雜糧行,益康烹調油(調合油)18L,20270522000403,2027/05/22,
297,新北市,榮樺有限公司,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,
297,新北市,榮樺有限公司,沙拉油 18Ｌ(福壽),C2210426O,2027.04.20,
297,新北市,榮樺有限公司,沙拉油 １８Ｌ,C2220526O,2027/05/21,
297,新北市,榮樺有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,沙拉油 １８Ｌ,C2270526O,2027/05/26,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,健味香油 3L,BL240426L,2028.04.19,
297,新北市,榮樺有限公司,福壽大豆沙拉油-18L,C2130426O,20270412,
297,新北市,榮樺有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽大豆沙拉油-18L,C2210426O,20270420,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
297,新北市,榮樺有限公司,福壽炸酥油-18L,BL090426D,20270408,
297,新北市,榮樺有限公司,福壽炸酥油-18L,BL240426D,20270423,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽胡麻油-3L,BL200426L,20280210,
297,新北市,榮樺有限公司,福壽香油-3L,BS210426L,20280413,
297,新北市,榮樺有限公司,福壽健味香油-3L,BL190526L,20280428,
297,新北市,榮樺有限公司,福壽健味香油-3L,BL240426L,20280419,延續前一列品項的批號/日期
297,新北市,榮樺有限公司,福壽辣椒油-3L,BL140426F,20280408,
298,新北市,漢記股份有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
298,新北市,漢記股份有限公司,益康烹調油(調合油)18L,20270522000403,2027/05/22,
298,新北市,漢記股份有限公司,黃金優選大豆沙拉油-18L,20270420,20270420,
299,新北市,睿頡雜糧行,沙拉油 18Ｌ(福壽),C2140426O,2027.04.13,
299,新北市,睿頡雜糧行,沙拉油 18Ｌ(福壽),C2160426O,2027.04.15,
299,新北市,睿頡雜糧行,沙拉油 １８Ｌ,C2220526O,2027/05/21,
299,新北市,睿頡雜糧行,沙拉油 １８Ｌ,C2260526P,2027/05/25,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,沙拉油 １８Ｌ,C2270526O,2027/05/26,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,沙拉油-18L,20270413,20270413,
299,新北市,睿頡雜糧行,沙拉油-18L,20270414,20270414,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,沙拉油-18L,20270521,20270521,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,沙拉油-18L(泰山),2027040901,2027.04.09,
299,新北市,睿頡雜糧行,金酥耐炸油-18L,20270414,20270414,
299,新北市,睿頡雜糧行,金酥耐炸油-18L,20270421,20270421,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,金酥耐炸油-18L,20270522,20270522,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,金酥耐炸油-18L,2027040801,2027.04.08,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,泰山金酥耐炸油-18L,2027.05.28,2027/5/28,
299,新北市,睿頡雜糧行,福壽大豆沙拉油-3L,C1210426K,20270420,
299,新北市,睿頡雜糧行,福壽大豆沙拉油-18L,C2140426O,20270413,
299,新北市,睿頡雜糧行,福壽大豆沙拉油-18L,C2150526O,20270514,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,福壽大豆沙拉油-18L,C2160426O,20270415,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,福壽大豆沙拉油-18L,C2200426O,20270419,延續前一列品項的批號/日期
299,新北市,睿頡雜糧行,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,
299,新北市,睿頡雜糧行,福壽炸酥油-18L,BL130426D,20270412,
299,新北市,睿頡雜糧行,福壽炸酥油-18L,BL200426D,20270419,延續前一列品項的批號/日期
300,新北市,福多雜糧號有限公司,香油－Ａ ３Ｌ,BS050626L,2028/06/03,
300,新北市,福多雜糧號有限公司,福壽香油-3L,BS180526L,20280428,
301,新北市,福壽事業股份有限公司台北營業中心,福壽大豆沙拉油-18L,C2100426O,20270409,
302,新北市,福壽實業有限公司(台北),沙拉油 １８Ｌ,C2260526O,2027/05/25,
302,新北市,福壽實業有限公司(台北),福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,
303,新北市,福壽實業股份有限公司(台北),福壽大豆沙拉油-18L,C2100426O,20270409,
303,新北市,福壽實業股份有限公司(台北),福壽好味香油-3L,BL190526L,20280428,
303,新北市,福壽實業股份有限公司(台北),福壽胡麻油-3L,BL200426L,20280210,
303,新北市,福壽實業股份有限公司(台北),福壽香油-3L,BS180526L,20280428,
304,新北市,福壽實業股份有限公司台北營業中心,福壽大豆沙拉油-18L,C2190526O,20270518,
304,新北市,福壽實業股份有限公司台北營業中心,福壽好味香油-3L,BL190526L,20280428,
304,新北市,福壽實業股份有限公司台北營業中心,福壽炸酥油-18L,BL200526D,20270519,
304,新北市,福壽實業股份有限公司台北營業中心,福壽胡麻油-3L,BL200426L,20280210,
304,新北市,福壽實業股份有限公司台北營業中心,福壽香油-3L,BS180526L,20280428,
305,新北市,福鑫商行,福壽大豆沙拉油-3L,C1210426K,20270420,
305,新北市,福鑫商行,福壽大豆沙拉油-18L,C2090426O,20270408,
305,新北市,福鑫商行,福壽大豆沙拉油-18L,C2220426O,20270421,延續前一列品項的批號/日期
305,新北市,福鑫商行,福壽香油-3L,BS220426L,20280419,
306,新北市,翟恩思整合行銷有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
307,新北市,誌晟興業有限公司,沙拉油 １８Ｌ,C2260526O,2027/05/25,
307,新北市,誌晟興業有限公司,沙拉油 １８Ｌ,C2260526P,2027/05/25,延續前一列品項的批號/日期
307,新北市,誌晟興業有限公司,福壽大豆沙拉油-18L,C2150526O,20270514,
307,新北市,誌晟興業有限公司,福壽胡麻油-3L,BL200426L,20280210,
307,新北市,誌晟興業有限公司,福壽香油-3L,BS270426L,20280419,
308,新北市,遠冠股份有限公司,益康大豆沙拉油 18L,20270525000408,2027/5/25,
308,新北市,遠冠股份有限公司,益康大豆沙拉油 18L,20270528000408,2027/5/28,延續前一列品項的批號/日期
309,新北市,銘珍食品廠有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,原資料以科學記號紀載，無從判定油品序號
309,新北市,銘珍食品廠有限公司,㇐級黃豆油,202605211313,2026/5/21,延續前一列品項的批號/日期
310,新北市,齊魯食品有限公司,㇐級黃豆油,2.02604e+11,2026/10/8,資料列跨頁，序號/業者/品項由座標重組(請人工複核)；原資料以科學記號紀載，無從判定油品序號
310,新北市,齊魯食品有限公司,㇐級黃豆油(福懋),202605191315,2026/11/10,
310,新北市,齊魯食品有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
310,新北市,齊魯食品有限公司,益康大豆沙拉油18kg,2.02704e+13,2027/4/22,原資料以科學記號紀載，無從判定油品序號
310,新北市,齊魯食品有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
310,新北市,齊魯食品有限公司,益康大豆沙拉油18L,20270521000408,2027/05/21,延續前一列品項的批號/日期
310,新北市,齊魯食品有限公司,益康大豆沙拉油18L,20270522000408,2027/05/22,延續前一列品項的批號/日期
310,新北市,齊魯食品有限公司,福壽大豆沙拉油-18L,C2100426O,20270409,
310,新北市,齊魯食品有限公司,福壽大豆沙拉油-18L,C2190526O,20270518,延續前一列品項的批號/日期
311,新北市,劍韓麵行,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,
311,新北市,劍韓麵行,福壽炸酥油-18L,BL160426D,20270415,
312,新北市,廣益雜糧行,益康大豆沙拉油 18L,20270410000407,2027.04.10,
312,新北市,廣益雜糧行,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
312,新北市,廣益雜糧行,益康大豆沙拉油(18L),20270413000408,2027/04/13,
312,新北市,廣益雜糧行,益康大豆沙拉油(18L),20270421000408,2027/04/21,延續前一列品項的批號/日期
312,新北市,廣益雜糧行,益康烹調油(調合油)18L,20270522000403,2027/05/22,
313,新北市,廣達香食品股份有限公司,㇐級黃豆油,2.02604e+11,2026/10/13,原資料以科學記號紀載，無從判定油品序號
313,新北市,廣達香食品股份有限公司,㇐級黃豆油,202604091315,2026.10.04,延續前一列品項的批號/日期
313,新北市,廣達香食品股份有限公司,㇐級黃豆油(福懋),202605191315,2026/11/10,
314,新北市,樂晴食品有限公司,益康烹調油(調合油),20270414000403,2027.04.14,
315,新北市,穀良食品有限公司,沙拉油-18L,20270413,20270413,
315,新北市,穀良食品有限公司,沙拉油-18L(泰山),2027040901,2027.04.09,
315,新北市,穀良食品有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
316,新北市,蔡O林,泰山不飽和調合油-2L*6,20271017,20271017,
317,新北市,蔡O育,泰山大豆沙拉油0.6L*12入(新版),20270416,20270416,
317,新北市,蔡O育,泰山不飽和調合油-2L*6,20271017,20271017,
318,新北市,龍鋒商行,沙拉油-18L,20270413,20270413,
318,新北市,龍鋒商行,沙拉油-18L,20270414,20270414,延續前一列品項的批號/日期
318,新北市,龍鋒商行,沙拉油-18L,20270416,20270416,延續前一列品項的批號/日期
318,新北市,龍鋒商行,沙拉油-18L,20270522,20270522,延續前一列品項的批號/日期
318,新北市,龍鋒商行,沙拉油-18L(泰山),2027040901,2027.04.09,
319,新北市,龍麵香企業社,泰山大豆沙拉油0.6L*12入(新版),20270416,20270416,
319,新北市,龍麵香企業社,泰山不飽和大豆沙拉油2.6L*6入(新版),20270420,20270420,
319,新北市,龍麵香企業社,泰山不飽和調合油-2L*6,20271017,20271017,
320,新北市,擘進企業有限公司,益康大豆沙拉油 18L,20270410000407,2027.04.10,
320,新北市,擘進企業有限公司,益康大豆沙拉油 18L,20270525000408,2027/5/25,延續前一列品項的批號/日期
320,新北市,擘進企業有限公司,益康大豆沙拉油18L,2.02704e+13,2027/4/15,原資料以科學記號紀載，無從判定油品序號
